Date,Time,Booking ID,BookingStatus,CustomerID,VehicleType,PickupLocation,DropLocation,AvgVTAT,AvgCTAT,CancelledRidesbyCustomer,Reasonforcancelling byCustomer,CancelledRidesbyDriver,Reasonforcancelling byDriver,IncompleteRides,IncompleteRidesReason,BookingValue,RideDistance,DriverRatings,Customer Rating
21-02-2025,20:57,CNR5868386104,Success,CUST43922,Prime Plus,Hosur Road,JP Nagar,4.43,11.3,NA,NA,NA,NA,NA,NA,402.68,18.93,4.1,5
18-02-2025,13:36,CNR6065526750,Success,CUST23392,Prime Plus,Peenya,Jakkur,5.67,10.76,NA,NA,NA,NA,NA,NA,307.83,3.08,3.4,4.9
12-02-2025,15:30,CNR5501718085,Success,CUST11271,eBike,Nagarbhavi,Vijayanagar,3.92,13.13,NA,NA,NA,NA,NA,NA,254.99,12.83,3.5,4
07-02-2025,00:33,CNR8308396332,Success,CUST93120,Mini,Hosur Road,Ulsoor,5.18,10.68,NA,NA,NA,NA,NA,NA,237.47,5.67,3.3,3.8
23-02-2025,09:17,CNR8176829050,Success,CUST82453,Prime Plus,Electronic City,Cooke Town,7.87,14.68,NA,NA,NA,NA,NA,NA,1196.44,11.78,3.2,3.2
06-02-2025,02:17,CNR4822191797,Success,CUST47424,Prime Plus,Sarjapur,Cooke Town,5.33,12.95,NA,NA,NA,NA,NA,NA,618.19,5.95,4,3.4
11-02-2025,09:58,CNR3081526287,Success,CUST23857,Bike,HSR Layout,MG Road,4.34,9.64,NA,NA,NA,NA,NA,NA,630.94,4.01,4.1,3
24-02-2025,03:15,CNR7599420947,Success,CUST49654,Bike,RT Nagar,BTM Layout,6.14,8.49,NA,NA,NA,NA,NA,NA,482.35,13.29,3.1,3.2
23-02-2025,17:05,CNR4201596080,Success,CUST82222,Bike,Jayanagar,MG Road,9.17,10.64,NA,NA,NA,NA,NA,NA,691.57,18.2,3.2,4.2
16-02-2025,11:07,CNR5164185377,Cancelled by Driver,CUST94504,eBike,MG Road,Arekere,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
28-02-2025,17:39,CNR3575044921,Cancelled by Driver,CUST28453,Prime SUV,Attiguppe,Koramangala,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
19-02-2025,12:28,CNR9894697647,Success,CUST95311,Bike,Koramangala,Bannerghatta Road,3.86,6.86,NA,NA,NA,NA,NA,NA,428.97,16.29,3.9,4.8
28-02-2025,01:01,CNR5557347560,Incomplete,CUST62980,Prime Sedan,Indiranagar,Sanjay Nagar,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
14-02-2025,01:37,CNR6220175531,Cancelled by Driver,CUST99259,Prime Sedan,Banashankari,Hebbal,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
12-02-2025,08:41,CNR3450004238,Incomplete,CUST88882,Bike,Hebbal,Jayanagar,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
07-02-2025,12:40,CNR8367232498,Success,CUST99926,Prime SUV,JP Nagar,Yeshwanthpur,5.82,13.6,NA,NA,NA,NA,NA,NA,138.19,14.89,3.4,3.7
07-02-2025,11:01,CNR6805399404,Incomplete,CUST25946,Bike,RT Nagar,Nagarbhavi,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
01-02-2025,15:19,CNR7933844021,Cancelled by Driver,CUST79759,Auto,Koramangala,Laggere,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
24-02-2025,13:00,CNR6788820981,Success,CUST20269,Prime Sedan,Bellandur,Attiguppe,9.64,7.13,NA,NA,NA,NA,NA,NA,448.44,14.92,4.4,3.4
09-02-2025,19:17,CNR5594914851,Incomplete,CUST29208,eBike,Arekere,Magadi Road,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
07-02-2025,11:57,CNR3557190933,Incomplete,CUST68408,Auto,Hosur Road,Nelamangala,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
02-02-2025,05:54,CNR4746195623,Success,CUST90162,Mini,Whitefield,Horamavu,9.31,9.88,NA,NA,NA,NA,NA,NA,638.59,1.61,4.6,4.5
20-02-2025,03:01,CNR3640154683,Cancelled by Driver,CUST88559,Prime Sedan,Sarjapur,Banerghatta,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
26-02-2025,00:52,CNR4099289301,Success,CUST60586,Prime Sedan,Girinagar,Kengeri,8.63,11.61,NA,NA,NA,NA,NA,NA,220.37,11.35,5,3.8
23-02-2025,00:40,CNR4612440399,Success,CUST23082,Prime Plus,Attiguppe,Richmond Town,6.62,11.73,NA,NA,NA,NA,NA,NA,540.34,19.31,4.5,3
20-02-2025,17:58,CNR5584560045,Success,CUST67015,eBike,Ulsoor,Jakkur,4.37,13.09,NA,NA,NA,NA,NA,NA,125.93,16.61,3.8,4.1
18-02-2025,05:19,CNR9595396258,Success,CUST37923,Bike,Hennur,Sarjapur,6.66,7.64,NA,NA,NA,NA,NA,NA,405.45,13.99,3.5,3.1
14-02-2025,15:06,CNR7221294834,Success,CUST75235,eBike,Hennur,KR Puram,4.01,8.33,NA,NA,NA,NA,NA,NA,195.45,14.88,4.4,3.7
10-02-2025,10:22,CNR3304375677,Success,CUST64814,eBike,Malleshwaram,Peenya,4.35,12.93,NA,NA,NA,NA,NA,NA,322.28,9.45,4.7,3
05-02-2025,21:27,CNR7988346704,Success,CUST72239,eBike,Indiranagar,RT Nagar,3.87,9.18,NA,NA,NA,NA,NA,NA,199.24,15.95,4.9,3.5
20-02-2025,08:44,CNR1931845695,Success,CUST28021,Prime Sedan,Jayanagar,Malleshwaram,7.67,6,NA,NA,NA,NA,NA,NA,119.46,1.47,3.3,4.8
15-02-2025,23:13,CNR2994417485,Success,CUST26864,Prime SUV,Banerghatta,Indiranagar,4.07,14.64,NA,NA,NA,NA,NA,NA,620.61,3.55,3.2,4.9
12-02-2025,19:02,CNR2963313356,Cancelled by Driver,CUST17939,Mini,Vijayanagar,Horamavu,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
13-02-2025,14:06,CNR4152132170,Incomplete,CUST31219,Auto,Jakkur,Frazer Town,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
12-02-2025,13:24,CNR6838704711,Success,CUST77146,Prime SUV,Nelamangala,Domlur,4.35,13.01,NA,NA,NA,NA,NA,NA,187.79,9.68,4.7,4.5
25-02-2025,19:09,CNR7672857954,Success,CUST88249,Prime Sedan,Banerghatta,Vijayanagar,5.91,8.14,NA,NA,NA,NA,NA,NA,181.79,2.84,5,4.2
20-02-2025,22:50,CNR1037646794,Cancelled by Customer,CUST96591,eBike,Padmanabhanagar,Banashankari,NA,NA,1,Driver asked to cancel,NA,NA,NA,NA,NA,NA,0,NA
02-02-2025,12:23,CNR6763427735,Success,CUST69429,Bike,JP Nagar,Kengeri,9.66,12.29,NA,NA,NA,NA,NA,NA,796.99,5.4,3.6,4.4
22-02-2025,15:17,CNR6341825826,Success,CUST32630,Prime Sedan,Domlur,Padmanabhanagar,3.65,12.59,NA,NA,NA,NA,NA,NA,737.82,18.25,3.7,3.8
18-02-2025,22:31,CNR8342634881,Cancelled by Driver,CUST63434,Bike,Hosur Road,Bommanahalli,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
13-02-2025,06:46,CNR4521444493,Success,CUST91403,eBike,Basavanagudi,Marathahalli,5.68,12.21,NA,NA,NA,NA,NA,NA,207.24,18.92,3.2,3.8
04-02-2025,17:14,CNR8880515874,Cancelled by Driver,CUST72619,Prime SUV,Girinagar,Hosur Road,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
08-02-2025,02:52,CNR4303713018,Success,CUST36946,Mini,Hebbal,Peenya,6.89,7.07,NA,NA,NA,NA,NA,NA,781.16,9.27,3.6,4.2
28-02-2025,06:43,CNR9312372857,Success,CUST54416,eBike,Vijayanagar,Ulsoor,8.03,8.71,NA,NA,NA,NA,NA,NA,102.86,4.39,3.5,4.6
09-02-2025,09:48,CNR3224659561,Success,CUST99041,eBike,Sanjay Nagar,Malleshwaram,7.9,9.39,NA,NA,NA,NA,NA,NA,555.65,17.19,4.3,3.5
01-02-2025,03:22,CNR1614881536,Success,CUST64477,Bike,Padmanabhanagar,Nagarbhavi,7.33,12.7,NA,NA,NA,NA,NA,NA,1104.16,2.81,4.1,4.3
10-02-2025,17:50,CNR4352472104,Success,CUST55899,Mini,Horamavu,Bellandur,9.45,5.99,NA,NA,NA,NA,NA,NA,383.79,12.55,4.4,3
01-02-2025,02:07,CNR5469627143,Cancelled by Customer,CUST54299,Mini,Ulsoor,Ulsoor,NA,NA,1,Change of plans,NA,NA,NA,NA,NA,NA,0,NA
28-02-2025,12:59,CNR1358653188,Cancelled by Driver,CUST63261,Prime Plus,Malleshwaram,Arekere,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
15-02-2025,13:28,CNR8210416518,Success,CUST65875,Mini,Cooke Town,Peenya,6.11,12.72,NA,NA,NA,NA,NA,NA,360.74,16.58,4.4,4.7
04-02-2025,08:40,CNR4077848931,Success,CUST43264,Bike,Horamavu,Attiguppe,7.1,5.74,NA,NA,NA,NA,NA,NA,213.06,4.64,3.1,3.1
02-02-2025,08:00,CNR3379798186,Success,CUST54357,Bike,JP Nagar,Magadi Road,5.33,14.46,NA,NA,NA,NA,NA,NA,750.42,6.82,4.9,4.1
16-02-2025,06:02,CNR6167204272,Success,CUST82962,Auto,Hebbal,Ulsoor,3.4,7.59,NA,NA,NA,NA,NA,NA,1182.65,3.15,3.2,3.7
16-02-2025,06:15,CNR1359054329,Success,CUST10128,Prime Sedan,Cooke Town,Nagarbhavi,3.96,10.35,NA,NA,NA,NA,NA,NA,339.34,8.6,3,3.8
15-02-2025,00:02,CNR6477983603,Cancelled by Customer,CUST55866,eBike,Hosur Road,Bommanahalli,NA,NA,1,Driver asked to cancel,NA,NA,NA,NA,NA,NA,0,NA
04-02-2025,21:55,CNR8546214640,Incomplete,CUST60869,Auto,Horamavu,Vijayanagar,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
26-02-2025,08:46,CNR9254780624,Success,CUST58055,Prime SUV,Hebbal,Ulsoor,4.73,8.71,NA,NA,NA,NA,NA,NA,989.05,2.15,4,3.2
24-02-2025,09:40,CNR1994176284,Success,CUST50998,eBike,Nelamangala,Sarjapur,6.71,14.54,NA,NA,NA,NA,NA,NA,898.4,2.33,4.8,3.4
02-02-2025,10:38,CNR2840467579,Success,CUST59253,Bike,Horamavu,Bellandur,6.68,8.84,NA,NA,NA,NA,NA,NA,827.64,18.79,3.2,4.5
18-02-2025,07:55,CNR6053729651,Success,CUST94703,Prime SUV,Vijayanagar,Yelahanka,6.91,5.3,NA,NA,NA,NA,NA,NA,247.1,16.06,4.4,3.3
15-02-2025,18:20,CNR7069242226,Incomplete,CUST63942,Prime Plus,Sarvagnanagar,Kengeri,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
10-02-2025,12:18,CNR6323356932,Success,CUST10570,Auto,Kengeri,Girinagar,6.1,6.21,NA,NA,NA,NA,NA,NA,160.54,13.61,4.2,4.4
04-02-2025,16:04,CNR5135114795,Incomplete,CUST83508,Mini,Jakkur,Marathahalli,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
22-02-2025,16:45,CNR9102032642,Success,CUST90634,Bike,Sanjay Nagar,Basavanagudi,5.84,12.55,NA,NA,NA,NA,NA,NA,678.06,12.38,4.8,3.1
11-02-2025,06:21,CNR7694582910,Success,CUST35598,Mini,BTM Layout,BTM Layout,5.08,9.76,NA,NA,NA,NA,NA,NA,921.12,16.6,4.1,4.5
04-02-2025,13:53,CNR7214893011,Success,CUST77691,Prime Sedan,Yelahanka,Malleshwaram,4.93,5.39,NA,NA,NA,NA,NA,NA,281.13,14.72,3.6,3.3
22-02-2025,04:14,CNR5367419554,Incomplete,CUST41526,eBike,Bellandur,Banashankari,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
27-02-2025,23:46,CNR4498352720,Success,CUST81039,Prime SUV,Bommanahalli,Sarjapur,8.36,8.83,NA,NA,NA,NA,NA,NA,456.49,2.39,4.4,4.8
01-02-2025,23:53,CNR9847789320,Cancelled by Customer,CUST22450,eBike,Domlur,Kadubeesanahalli,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
20-02-2025,03:38,CNR4582253469,Success,CUST12562,Bike,Bellandur,Nagarbhavi,3.12,9.8,NA,NA,NA,NA,NA,NA,449.88,14.01,3.6,3.4
21-02-2025,09:25,CNR8656725641,Success,CUST33430,Prime Plus,Ulsoor,Ulsoor,6.24,12.43,NA,NA,NA,NA,NA,NA,576.67,12.06,4.9,4.1
25-02-2025,00:56,CNR3364909818,Success,CUST36832,Prime SUV,Sarvagnanagar,Hennur,3.86,10.41,NA,NA,NA,NA,NA,NA,125,2.2,3.9,4.6
20-02-2025,05:54,CNR7723196208,Success,CUST43395,Prime Plus,Bellandur,Frazer Town,4.25,11.67,NA,NA,NA,NA,NA,NA,453.77,14.54,4.4,4.9
05-02-2025,22:52,CNR4922739352,Cancelled by Driver,CUST67313,Prime Plus,Whitefield,Laggere,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
25-02-2025,11:14,CNR7605962456,Success,CUST87415,Prime Sedan,Marathahalli,Rajajinagar,6.76,14.18,NA,NA,NA,NA,NA,NA,568.79,17.25,4.5,3.4
09-02-2025,02:04,CNR6769226480,Success,CUST62245,Prime Sedan,Peenya,BTM Layout,5.05,9.56,NA,NA,NA,NA,NA,NA,1144.9,7.14,4.9,4.6
20-02-2025,07:35,CNR5840145939,Success,CUST56168,Mini,Yeshwanthpur,Hennur,7.37,6.44,NA,NA,NA,NA,NA,NA,416.28,18.44,3.9,3.8
05-02-2025,04:58,CNR9147621726,Success,CUST66443,Auto,Frazer Town,Nagarbhavi,7.61,7.46,NA,NA,NA,NA,NA,NA,303.66,17,4.7,4.7
25-02-2025,09:54,CNR5933382916,Incomplete,CUST36227,Prime SUV,Domlur,Vijayanagar,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
03-02-2025,14:38,CNR6504725444,Success,CUST70696,Mini,Attiguppe,Padmanabhanagar,8.61,7.65,NA,NA,NA,NA,NA,NA,119.8,12.32,4.4,3.2
04-02-2025,02:09,CNR4153241503,Success,CUST16172,Mini,Kaval Byrasandra,Horamavu,7.14,10.05,NA,NA,NA,NA,NA,NA,150.83,9.38,3.8,5
18-02-2025,07:02,CNR9771903985,Incomplete,CUST77499,Prime Sedan,Jakkur,Ulsoor,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
01-02-2025,14:40,CNR4185061724,Cancelled by Customer,CUST40737,Prime SUV,Jakkur,Girinagar,NA,NA,1,Driver is not moving towards pickup location,NA,NA,NA,NA,NA,NA,0,NA
01-02-2025,10:33,CNR6328028400,Success,CUST48610,Prime SUV,Yeshwanthpur,Hebbal,4.51,6.41,NA,NA,NA,NA,NA,NA,600.23,7.92,3.4,3.2
16-02-2025,02:56,CNR8343466159,Incomplete,CUST63786,Mini,Sarvagnanagar,HSR Layout,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
18-02-2025,03:31,CNR4275457684,Success,CUST63546,Prime SUV,JP Nagar,Banashankari,4.47,9.87,NA,NA,NA,NA,NA,NA,139.9,4.08,3.1,3.6
28-02-2025,23:37,CNR9234583568,Success,CUST50787,Mini,JP Nagar,JP Nagar,5.16,9.42,NA,NA,NA,NA,NA,NA,181.7,5.55,5,3.3
02-02-2025,07:01,CNR9640499136,Success,CUST69205,Mini,Nagarbhavi,Hebbal,4.06,8.02,NA,NA,NA,NA,NA,NA,343.26,15.42,4.9,3.2
08-02-2025,17:12,CNR3437179534,Success,CUST26894,Mini,Hosur Road,Banerghatta,6,12.71,NA,NA,NA,NA,NA,NA,733.72,12.53,4.9,4.9
15-02-2025,03:48,CNR3336919796,Incomplete,CUST60223,Auto,Kadubeesanahalli,Bannerghatta Road,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
19-02-2025,20:50,CNR8976287818,Success,CUST26812,Auto,Sanjay Nagar,Horamavu,8.65,14.22,NA,NA,NA,NA,NA,NA,275.71,1.2,4.7,3.9
20-02-2025,23:37,CNR8265775614,Success,CUST24571,Bike,Kadubeesanahalli,Marathahalli,7.61,8.95,NA,NA,NA,NA,NA,NA,517.14,2.69,4.3,3.7
24-02-2025,16:16,CNR9921775803,Success,CUST58644,Prime Sedan,Ulsoor,Koramangala,8.55,13.09,NA,NA,NA,NA,NA,NA,151.7,16.74,3.4,3.2
28-02-2025,22:03,CNR3148468887,Success,CUST52380,Mini,Arekere,Hosur Road,5.98,12.62,NA,NA,NA,NA,NA,NA,151.07,6.26,4.4,4.7
24-02-2025,12:53,CNR8095780884,Success,CUST44464,Bike,Nelamangala,Nagarbhavi,5.38,12.53,NA,NA,NA,NA,NA,NA,323.38,18.76,3.3,4.1
27-02-2025,01:34,CNR4516137146,Success,CUST70993,Prime Plus,KR Puram,Shivajinagar,8.91,12.41,NA,NA,NA,NA,NA,NA,939.47,1.42,4.4,4.9
08-02-2025,15:26,CNR2370122412,Success,CUST46485,Mini,Marathahalli,Ulsoor,3.9,12.17,NA,NA,NA,NA,NA,NA,553.9,16.38,4.1,3.6
17-02-2025,19:33,CNR3635668295,Incomplete,CUST88020,Auto,Banashankari,Indiranagar,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
21-02-2025,00:39,CNR4952142882,Success,CUST97458,Bike,Sarvagnanagar,Magadi Road,6.82,10.76,NA,NA,NA,NA,NA,NA,859.47,4.21,4.6,4.8
16-02-2025,07:40,CNR8106216273,Cancelled by Driver,CUST15369,eBike,Magadi Road,Bellandur,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
26-02-2025,23:43,CNR5194288002,Success,CUST10737,Prime SUV,Indiranagar,Hebbal,5.36,10.68,NA,NA,NA,NA,NA,NA,726.17,2.29,3.3,3.9
12-02-2025,06:48,CNR6915243195,Cancelled by Driver,CUST72348,Auto,Sanjay Nagar,MG Road,NA,NA,NA,NA,1,Personal & Car related issues,NA,NA,NA,NA,0,NA
14-02-2025,17:43,CNR9066986583,Success,CUST33153,Bike,Kaval Byrasandra,Koramangala,9.09,14.06,NA,NA,NA,NA,NA,NA,222.87,4.03,4.7,4.7
21-02-2025,02:06,CNR4989839977,Success,CUST13893,Bike,Basavanagudi,Indiranagar,6.82,13.66,NA,NA,NA,NA,NA,NA,336.92,3.53,4.9,3.9
02-02-2025,01:17,CNR6125739566,Success,CUST24896,Mini,Electronic City,Nelamangala,5.58,14.16,NA,NA,NA,NA,NA,NA,783.03,11.15,4.4,4.7
15-02-2025,11:12,CNR8399552930,Success,CUST74346,Bike,Banerghatta,Yeshwanthpur,8.7,11.84,NA,NA,NA,NA,NA,NA,977.93,5.63,3.6,4.8
14-02-2025,21:24,CNR3244634209,Success,CUST73313,Prime SUV,HSR Layout,BTM Layout,7.9,12.28,NA,NA,NA,NA,NA,NA,101.12,12.32,4.5,3.9
04-02-2025,02:26,CNR5661133690,Success,CUST36578,Auto,Girinagar,Nelamangala,7.4,10.61,NA,NA,NA,NA,NA,NA,482.94,19.23,4.6,3.7
25-02-2025,04:01,CNR3649406792,Cancelled by Driver,CUST97029,Prime SUV,Bellandur,Hebbal,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
26-02-2025,10:52,CNR3646539057,Success,CUST83815,Auto,Nelamangala,Girinagar,4.36,7.62,NA,NA,NA,NA,NA,NA,136.92,5.7,4.9,3.9
09-02-2025,10:08,CNR1800605574,Success,CUST26962,eBike,Marathahalli,KR Puram,4.24,8.31,NA,NA,NA,NA,NA,NA,1049.4,5.02,4.5,4.3
28-02-2025,22:41,CNR2077535535,Success,CUST64305,Bike,Bommanahalli,Jakkur,4.65,13.42,NA,NA,NA,NA,NA,NA,147.3,5.63,3.2,3.8
16-02-2025,23:41,CNR1353091822,Success,CUST20015,Auto,Marathahalli,Richmond Town,9.1,5.31,NA,NA,NA,NA,NA,NA,412.54,13.78,3.9,4.2
23-02-2025,11:55,CNR8121909822,Incomplete,CUST61668,Prime Sedan,Girinagar,Frazer Town,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
24-02-2025,11:07,CNR2138786507,Incomplete,CUST64476,Mini,KR Puram,Shivajinagar,NA,NA,NA,NA,NA,NA,1,Customer Demand,NA,NA,0,NA
21-02-2025,21:52,CNR9738097381,Incomplete,CUST32325,Bike,Hennur,KR Puram,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
26-02-2025,05:36,CNR7999127228,Success,CUST86009,Prime Plus,Marathahalli,MG Road,6.46,10.51,NA,NA,NA,NA,NA,NA,150.34,1.29,3.3,4.4
15-02-2025,11:15,CNR8200749800,Success,CUST76802,Prime SUV,Kengeri,Basavanagudi,3.6,12.14,NA,NA,NA,NA,NA,NA,447.86,13.14,4.4,4
02-02-2025,07:04,CNR1908813308,Success,CUST68140,Bike,MG Road,HSR Layout,8.53,5.6,NA,NA,NA,NA,NA,NA,464.68,4.8,4.1,4.5
02-02-2025,22:36,CNR4338501976,Success,CUST11463,Bike,Sarjapur,KR Puram,6.96,8.72,NA,NA,NA,NA,NA,NA,460.74,14.4,3.4,3.8
06-02-2025,01:14,CNR5896232073,Success,CUST81607,Auto,KR Puram,Yeshwanthpur,5.51,13.18,NA,NA,NA,NA,NA,NA,627.42,7.54,4.4,4.8
01-02-2025,06:49,CNR1060481061,Success,CUST45920,Prime Plus,Sanjay Nagar,Cooke Town,8.12,13.71,NA,NA,NA,NA,NA,NA,829.29,16.15,3.5,3.1
10-02-2025,16:44,CNR9646650796,Incomplete,CUST36625,Bike,MG Road,JP Nagar,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
27-02-2025,07:19,CNR5303426005,Success,CUST41513,Bike,Shivajinagar,Ulsoor,6.13,8.67,NA,NA,NA,NA,NA,NA,437.02,2.47,3.5,4.7
01-02-2025,13:16,CNR2605069095,Success,CUST49899,Mini,Rajajinagar,Hennur,8.23,7,NA,NA,NA,NA,NA,NA,1035,2.03,3.3,4.4
05-02-2025,04:15,CNR2862790787,Incomplete,CUST57058,Prime Plus,Padmanabhanagar,Horamavu,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
27-02-2025,04:46,CNR1886661570,Success,CUST45461,Auto,Magadi Road,MG Road,6.37,8.07,NA,NA,NA,NA,NA,NA,1059.04,15.72,3.7,3.7
04-02-2025,12:01,CNR4653584069,Success,CUST97126,Prime Plus,Indiranagar,Jakkur,9.01,10.69,NA,NA,NA,NA,NA,NA,183.42,19.28,3.9,4.6
12-02-2025,10:38,CNR6925772968,Incomplete,CUST22487,Auto,Domlur,Girinagar,NA,NA,NA,NA,NA,NA,1,Other Issue,NA,NA,0,NA
28-02-2025,00:45,CNR9330004610,Success,CUST32473,Prime SUV,Magadi Road,Kengeri,9.05,11.01,NA,NA,NA,NA,NA,NA,777.85,12.33,3.7,4.4
27-02-2025,05:03,CNR7376727746,Success,CUST29036,Prime Plus,Peenya,Koramangala,7.29,7.62,NA,NA,NA,NA,NA,NA,130.08,8.69,3.2,4.3
24-02-2025,20:15,CNR8298333547,Success,CUST98568,eBike,Girinagar,Banerghatta,9.76,10,NA,NA,NA,NA,NA,NA,172.79,11.02,4.3,3.1
20-02-2025,15:20,CNR3071415618,Success,CUST65316,eBike,Hosur Road,Shivajinagar,7.32,6.4,NA,NA,NA,NA,NA,NA,478.24,19.58,3.5,4.6
17-02-2025,09:52,CNR7577651601,Cancelled by Driver,CUST38449,Prime Sedan,Whitefield,Nelamangala,NA,NA,NA,NA,1,More than permitted people in there,NA,NA,NA,NA,0,NA
16-02-2025,21:45,CNR6067756830,Success,CUST46403,Prime Plus,Padmanabhanagar,Ulsoor,7.65,14.02,NA,NA,NA,NA,NA,NA,1078.02,17.27,4.8,4.1
04-02-2025,23:39,CNR5113825836,Incomplete,CUST93756,Bike,Attiguppe,Laggere,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
09-02-2025,12:34,CNR7113028327,Success,CUST45496,Prime Plus,Hebbal,Hosur Road,7.23,13.19,NA,NA,NA,NA,NA,NA,667.93,5.19,3.6,4.6
24-02-2025,06:04,CNR5081213476,Incomplete,CUST48484,eBike,Shivajinagar,Jayanagar,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
28-02-2025,07:30,CNR6005921929,Success,CUST62634,Prime SUV,Magadi Road,Attiguppe,4.58,14.66,NA,NA,NA,NA,NA,NA,431.66,18.12,4,4.4
27-02-2025,10:08,CNR7950046099,Success,CUST29756,eBike,Girinagar,Girinagar,3.86,12.44,NA,NA,NA,NA,NA,NA,357.83,8.86,3.5,4
04-02-2025,01:52,CNR7498994311,Cancelled by Driver,CUST33290,Bike,Magadi Road,Sarjapur,NA,NA,NA,NA,1,The customer was coughing/sick,NA,NA,NA,NA,0,NA
07-02-2025,15:25,CNR4202819663,Success,CUST31716,eBike,Vijayanagar,Yeshwanthpur,3.27,12.8,NA,NA,NA,NA,NA,NA,446.14,14.86,4,3.1
19-02-2025,02:09,CNR4641892607,Success,CUST53475,eBike,Attiguppe,Nagarbhavi,7.2,7.97,NA,NA,NA,NA,NA,NA,975.38,5.8,4.7,4.6
04-02-2025,22:39,CNR4498841995,Cancelled by Driver,CUST33031,Bike,HSR Layout,Whitefield,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
06-02-2025,17:16,CNR3871991444,Cancelled by Driver,CUST41597,Mini,BTM Layout,Bommanahalli,NA,NA,NA,NA,1,Customer related issue,NA,NA,NA,NA,0,NA
03-02-2025,04:19,CNR9816430702,Incomplete,CUST48440,Prime Plus,Jayanagar,Vijayanagar,NA,NA,NA,NA,NA,NA,1,Vehicle Breakdown,NA,NA,0,NA
25-02-2025,18:10,CNR6554277596,Success,CUST93282,eBike,JP Nagar,JP Nagar,3.28,12.36,NA,NA,NA,NA,NA,NA,204.41,14.98,3.2,3.7
27-02-2025,01:31,CNR2104135348,Success,CUST20468,Bike,Kaval Byrasandra,Sarjapur,3.91,7.83,NA,NA,NA,NA,NA,NA,789.41,9.76,3.4,3.9
27-02-2025,05:07,CNR3133576378,Success,CUST66195,Mini,Arekere,Bannerghatta Road,4.95,6.2,NA,NA,NA,NA,NA,NA,490.32,1.28,4.5,3.3
07-02-2025,10:05,CNR6582120613,Success,CUST68060,Prime Plus,Nagarbhavi,Hebbal,5.32,8.08,NA,NA,NA,NA,NA,NA,489.02,17.02,3.2,3.2
25-02-2025,18:17,CNR5972490752,Success,CUST87137,Mini,Hennur,Ulsoor,4.09,8.65,NA,NA,NA,NA,NA,NA,413.69,10.64,3.2,4.6
27-02-2025,09:56,CNR4329119390,Cancelled by Customer,CUST26016,Mini,Kadubeesanahalli,Kadubeesanahalli,NA,NA,1,Change of plans,NA,NA,NA,NA,NA,NA,0,NA
02-02-2025,16:35,CNR7876615122,Cancelled by Customer,CUST78652,Prime SUV,Frazer Town,HSR Layout,NA,NA,1,AC is not working,NA,NA,NA,NA,NA,NA,0,NA
